"","id_piezometro","anno","media_nivel","n_medidas","sd_nivel"
"422","2440-8-0014",1992,243.86,1,NA
"423","2440-8-0014",1994,243.31,1,NA
"424","2440-8-0014",1995,243.66,2,0.565685424949246
"425","2440-8-0014",1996,243.67,2,0.0707106781186507
"426","2440-8-0014",1997,243.56,1,NA
"427","2440-8-0014",1998,243.96,2,0.523259018078052
"428","2440-8-0014",1999,243.835,2,0.205060966544093
"429","2440-8-0014",2001,242.5,1,NA
"430","2440-8-0021",1962,244.87,1,NA
"431","2440-8-0021",1965,274.82,2,0.353553390593274
"432","2440-8-0021",1968,262.41,1,NA
"433","2440-8-0021",1969,260.0625,8,1.28346350607587
"434","2440-8-0021",1970,261.89,1,NA
"435","2440-8-0021",1972,248.13,8,2.72221548428062
"436","2440-8-0021",1973,243.625,12,2.89627817599195
"437","2440-8-0021",1974,241.823636363636,11,2.25635667715578
"438","2440-8-0021",1975,237.81,9,2.20144838685807
"439","2440-8-0021",1976,234.604,10,1.66201484149009
"440","2440-8-0021",1977,232.433333333333,9,2.35035635595966
"441","2440-8-0021",1978,230,7,4.3703623038218
"442","2440-8-0021",1979,224.37,1,NA
"443","2440-8-0021",1980,223.334444444444,9,3.68320550306086
"444","2440-8-0021",1981,220.165,8,4.90893645740675
"445","2440-8-0021",1982,216.6575,4,1.26842093433792
"446","2440-8-0023",1961,276.89,1,NA
"447","2440-8-0023",1962,244.52,1,NA
"448","2440-8-0023",1965,272.69,2,0.282842712474603
"449","2440-8-0023",1968,260.43,1,NA
"450","2440-8-0023",1969,258.365555555556,9,1.52514024856004
"451","2440-8-0023",1970,260.1,1,NA
"452","2440-8-0023",1972,246.927777777778,9,2.11890170712198
"453","2440-8-0023",1973,242.7475,12,2.25950970144169
"454","2440-8-0023",1974,240.49,11,2.14568870062737
"455","2440-8-0023",1975,236.936363636364,11,1.8282410821731
"456","2440-8-0023",1976,234.337777777778,9,1.19175057979615
"457","2440-8-0023",1977,232.615555555556,9,1.31791607387487
"458","2440-8-0023",1978,232.046,5,2.02988423315223
"459","2440-8-0023",1981,220.13,1,NA
"460","2440-8-0025",1965,272.525,2,0.261629509039026
"461","2440-8-0025",1968,260.21,1,NA
"462","2440-8-0025",1969,257.8,8,1.29643467137487
"463","2440-8-0025",1970,256.64,2,4.14364573775316
"464","2440-8-0025",1972,246.826923076923,13,2.66879618497237
"465","2440-8-0025",1973,242.501666666667,12,2.71843147733572
"466","2440-8-0025",1974,240.206363636364,11,2.44129175940638
"467","2440-8-0025",1975,236.072222222222,9,2.55570820800115
"468","2440-8-0025",1976,233.523333333333,9,1.83466618217048
"469","2440-8-0025",1977,230.845555555556,9,2.51724110441923
"470","2440-8-0025",1978,227.585,6,5.22931639891869
"471","2440-8-0025",1980,221.281111111111,9,4.02308477553122
"472","2440-8-0025",1981,216.4775,8,2.12900882370848
"473","2440-8-0025",1982,214.2675,4,1.53766868993291
"474","2440-8-0025",1985,209.255,6,1.85431119286921
"475","2440-8-0025",1986,214.945454545455,11,2.57685996374022
"476","2440-8-0025",1987,219.614444444444,9,1.44331312533967
"477","2440-8-0025",1988,222.073333333333,9,1.45538654659166
"478","2440-8-0025",1989,223.932,5,1.07817902038576
"479","2440-8-0025",1990,222.9675,8,0.69077079101123
"480","2440-8-0025",1991,222.018333333333,12,0.450168318689261
"481","2440-8-0025",1992,218.976666666667,3,5.43856905199643
"482","2440-8-0025",1994,213.55,1,NA
"483","2440-8-0025",1995,214.64,2,0.989949493661171
"484","2440-8-0025",1996,216.89,3,0.0435889894353997
"485","2440-8-0025",1997,212.52,1,NA
"486","2440-8-0025",1998,214.95,2,0
"487","2440-8-0025",1999,216.14,2,0.905096679918782
"488","2440-8-0025",2001,211.29,1,NA
"489","2440-8-0026",1962,244.23,1,NA
"490","2440-8-0026",1963,277.93,1,NA
"491","2440-8-0026",1965,272.62,2,0.282842712474603
"492","2440-8-0026",1968,260.5,1,NA
"493","2440-8-0026",1969,258.361111111111,9,1.54130986862186
"494","2440-8-0026",1970,260.1,1,NA
"495","2440-8-0026",1972,247.1625,8,2.55559749793049
"496","2440-8-0026",1973,242.673333333333,12,2.55754617245562
